Keyword,Count,Percentage
"isn t a suitable occupation",1,0.01
"cervical symptoms",1,0.01
"benign hypermobility syndrome",1,0.01
"long-term pain",1,0.01
"non-compensable arthritis",1,0.01
"ranitidine",1,0.01
"pre-existing non-compensable right elbow osteoarthritis",1,0.01
"year-old melon",1,0.01
"multi-level hypertrophy",1,0.01
"reasonable self-directed efforts",1,0.01
"lab technician contract ended",1,0.01
"canes",1,0.01
"pre-existing subclinical asthma",1,0.01
"exotic mushrooms",1,0.01
"statutory illegality",1,0.01
"laminectomy",1,0.01
"unit clerk",1,0.01
"low back left leg symptoms",1,0.01
"lung disease",1,0.01
"self-paced work",1,0.01
"recovered from the work-related psychological",1,0.01
"worker recovered from the work-related",1,0.01
"programs",1,0.01
"authors",1,0.01
"possible downside risk",1,0.01
"articular surface tear",1,0.01
"developmental dysplasia",1,0.01
"unable to adapt to changing",1,0.01
"hot",1,0.01
"construction worksite",1,0.01
"cervical dorsal myofascial strain",1,0.01
"cores",1,0.01
"accounts receivable clerk",1,0.01
"mid back pain",1,0.01
"downsloping acromion",1,0.01
"multiple long-term care facilities",1,0.01
"pre-existing left hip",1,0.01
"mild traumatic brain injury concussion",1,0.01
"pulley",1,0.01
"arm tendonitis",1,0.01
"references to family members",1,0.01
"concerts",1,0.01
"evaluating team",1,0.01
"dental assistant",1,0.01
"spiral ganglion",1,0.01
"hair cells",1,0.01
"cochlear",1,0.01
"ankle sprains",1,0.01
"osteoarthritic changes",1,0.01
"ulnar nerve injury",1,0.01
"hydrodissection",1,0.01
"upskilling",1,0.01
"actual loss",1,0.01
"claw toe",1,0.01
"meal",1,0.01
"appreciates",1,0.01
"self-represented persons",1,0.01
"anti-depressant",1,0.01
"minor disabling injury",1,0.01
"compensable right shoulder",1,0.01
"file a cross-appeal",1,0.01
"five-month delay",1,0.01
"occupational exposure to welding fumes",1,0.01
"benefits for optic neuropathy",1,0.01
"conversion",1,0.01
"bilateral hand tendonitis",1,0.01
"intolerance",1,0.01
"worker testified that the bin",1,0.01
"tabagisme",1,0.01
"emphysème",1,0.01
"hamstring injury",1,0.01
"cervicogenic neck pain",1,0.01
"non-compensable medical event",1,0.01
"sit-stand desk",1,0.01
"need for ongoing psychological treatment",1,0.01
"employer filed their cross-appeal",1,0.01
"filing the cross-appeal",1,0.01
"three-month delay",1,0.01
"perpetuated",1,0.01
"mid-to-low back strain injury",1,0.01
"severely injured",1,0.01
"definitional",1,0.01
"partial thickness supraspinatus tear",1,0.01
"emergency department",1,0.01
"shooting occurred",1,0.01
"moderate severity accident",1,0.01
"flag",1,0.01
"bacteria",1,0.01
"recharacterization",1,0.01
"scapholunate ligament tear injuries",1,0.01
"initiated",1,0.01
"worker contacted the office",1,0.01
"worker was partially disabled",1,0.01
"permanently accommodated sanitation duties",1,0.01
"bereavement",1,0.01
"neurogenic condition",1,0.01
"anterolisthesis with bilateral spondylosis",1,0.01
"neural foramen narrowing",1,0.01
"short-term rate",1,0.01
"functional abilities information",1,0.01
"drywall taper",1,0.01
"hip sprain strain",1,0.01
"pre-accident ultrasound",1,0.01
"dependent on his representative",1,0.01
"social insurance number",1,0.01
"hand index finger tendonitis",1,0.01
"crowds",1,0.01
"substance abuse program",1,0.01
"attendant damages",1,0.01
"elbow forearm injury",1,0.01
"permanently laid off the worker",1,0.01
"voluntarily underemployed",1,0.01
"low upper",1,0.01
"wrist thumb",1,0.01
"cognitive symptoms",1,0.01
"episodic neurological disorder",1,0.01
"week-old baby",1,0.01
"food services supervisor",1,0.01
"kitchen",1,0.01
"correctional facility",1,0.01
"medial unloader brace",1,0.01
"anterior labral tears",1,0.01
"piping",1,0.01
"pre-existing health conditions",1,0.01
"injuries diseases",1,0.01
"scapular dyskinesia",1,0.01
"mechanical lumbar strain with radiculopathy",1,0.01
"binders",1,0.01
"charts",1,0.01
"worker was a non-smoker",1,0.01
"light smoker",1,0.01
"deputants",1,0.01
"compensable left-hand injury",1,0.01
"occupational health file",1,0.01
"lung condition",1,0.01
"binaural",1,0.01
"heel spur fracture",1,0.01
"calcaneal spur fracture",1,0.01
"shoulder anterior labrum tear",1,0.01
"radial tunnel syndrome",1,0.01
"nerve injury",1,0.01
"closest to the workplace accident",1,0.01
"psychological health",1,0.01
"patient registration clerk",1,0.01
"worker only worked part-time",1,0.01
"duties as a meat clerk",1,0.01
"polycythemia vera",1,0.01
"hematological",1,0.01
"mutation",1,0.01
"cleaning chemical",1,0.01
"entire section titled",1,0.01
"substantial workplace stressor",1,0.01
"mental stress that occurred",1,0.01
"vested",1,0.01
"functional limitations",1,0.01
"indemnité pour une névralgie sciatique",1,0.01
"entitlement for sciatic neuralgia",1,0.01
"psychological disorder",1,0.01
"ladders",1,0.01
"dyslexia",1,0.01
"benefits for native vertebral osteomyelitis",1,0.01
"unresponsive",1,0.01
"intention to proceed",1,0.01
"role",1,0.01
"integrally related",1,0.01
"mattress on the floor",1,0.01
"post-accident non-compensable change",1,0.01
"return to full-time work",1,0.01
"two-hour shifts",1,0.01
"plant-wide labourer",1,0.01
"mild vascular neurocognitive disorder",1,0.01
"perioperative stroke",1,0.01
"neurodegenerative",1,0.01
"pigeonholes",1,0.01
"clenching",1,0.01
"annual reviews",1,0.01
"jurisdiction to decide the worker",1,0.01
"mood swings",1,0.01
"great toe injury",1,0.01
"correctly",1,0.01
"rare",1,0.01
"treating psychiatrist",1,0.01
"oral testimony",1,0.01
"expert witness",1,0.01
"working on a part-time basis",1,0.01
"based on the entry-level",1,0.01
"formed a bona fide intention",1,0.01
"application to excuse the lateness",1,0.01
"lumbar stenosis",1,0.01
"excuse the lateness",1,0.01
"noncooperation",1,0.01
"ability to earn entry-level earnings",1,0.01
"entitlement to partial benefits based",1,0.01
"hours per week effective",1,0.01
"benefits based upon his ability",1,0.01
"limitations",1,0.01
"strain with neurogenic claudicant leg",1,0.01
"unresolved lumbar strain",1,0.01
"diagnosed as left knee osteoarthritis",1,0.01
"upper back myofascial pain",1,0.01
"chiropractors",1,0.01
"work offered to the worker",1,0.01
"foam vinyl over a mold",1,0.01
"stapling",1,0.01
"entitled to full loss",1,0.01
"maintain work within the occupation",1,0.01
"pinch measurements",1,0.01
"used to backdate",1,0.01
"temperature",1,0.01
"intracranial hemorrhage",1,0.01
"cultivator",1,0.01
"relied upon his sister",1,0.01
"tickertape",1,0.01
"minutes for meal preparation",1,0.01
"small meals",1,0.01
"due to covid concerns",1,0.01
"metastatic disease",1,0.01
"navigator log",1,0.01
"respond",1,0.01
"worker is entitled to loss",1,0.01
"anti-inflammatories",1,0.01
"early days after an injury",1,0.01
"abdominal strain injuries",1,0.01
"inappropriate behaviour by a co-worker",1,0.01
"doesn t have ongoing entitlement",1,0.01
"pain experience",1,0.01
"doesn t have initial entitlement",1,0.01
"premium rate",1,0.01
"go-kart track",1,0.01
"locomotives",1,0.01
"chipper trail",1,0.01
"subacromial space",1,0.01
"work-related low back sprain strain",1,0.01
"disc tear",1,0.01
"duties offered by the employer",1,0.01
"worker has difficulty",1,0.01
"date the calculation was completed",1,0.01
"benefits review",1,0.01
"eight-hour shift",1,0.01
"significance",1,0.01
"report states that the worker",1,0.01
"reasonable prospect",1,0.01
"pant leg",1,0.01
"entitlement to a clothing allowance",1,0.01
"generalized anxiety with panic features",1,0.01
"early-and delayed-onset post-traumatic stress disorder",1,0.01
"pre-existing concussion",1,0.01
"teaching",1,0.01
"urticarias",1,0.01
"confined space incident",1,0.01
"sewage",1,0.01
"entitled to cost relief",1,0.01
"anxiety disorder",1,0.01
"social phobia",1,0.01
"pre-existing mental health condition",1,0.01
"multi-level lumbar degenerative disc disease",1,0.01
"permanently exited the workforce",1,0.01
"relevant non-occupational diagnoses",1,0.01
"wrist extensors",1,0.01
"bone spur",1,0.01
"ability to work entry-level wages",1,0.01
"typical workday no prolonged",1,0.01
"asymmetrical hearing loss",1,0.01
"due to a non-compensable condition",1,0.01
"self-service gas station",1,0.01
"based on updated entry-level wages",1,0.01
"overstress",1,0.01
"safety shoes",1,0.01
"wear toe caps",1,0.01
"frequent customer contact",1,0.01
"rotator cuff tendinitis with impingement",1,0.01
"tenderloins",1,0.01
"chronic pain symptoms",1,0.01
"ulnohumeral joint osteoarthritis",1,0.01
"work-related conditions",1,0.01
"medications the worker took",1,0.01
"risk factors for pancreatic cancer",1,0.01
"discogenic pain with right-sided sciatic",1,0.01
"pit",1,0.01
"yanked",1,0.01
"orthopedic specialist",1,0.01
"work transition plan",1,0.01
"request to revive",1,0.01
"tinnitus as a secondary condition",1,0.01
"benefits for noise-induced hearing loss",1,0.01
"work-related noise exposure significantly contributed",1,0.01
"presymptomatic phase",1,0.01
"work-related aggravation",1,0.01
"duties as a cleaner",1,0.01
"trainer",1,0.01
"container",1,0.01
"weight loss",1,0.01
"private investigator",1,0.01
"acute emotional stress",1,0.01
"police",1,0.01
"emotional reaction to the accident",1,0.01
"lubricants coated on screws",1,0.01
"renal pelvis",1,0.01
"employed as a first responder",1,0.01
"presumptive entitlement to benefits",1,0.01
"compensable left shoulder injury",1,0.01
"re-employment penalty",1,0.01
"arm injury as a secondary",1,0.01
"phobic avoidance",1,0.01
"community neurologist",1,0.01
"gas station attendant",1,0.01
"fork lift operator",1,0.01
"long-term disability",1,0.01
"six-month time limit to file",1,0.01
"electrical shocks",1,0.01
"chronic bronchitis",1,0.01
"e-filing confirmation",1,0.01
"slab work",1,0.01
"multi-level disc bulging",1,0.01
"mild bilateral foraminal changes",1,0.01
"worsening date",1,0.01
"midpoint",1,0.01
"pre-existing right carpal tunnel syndrome",1,0.01
"mid-range wages",1,0.01
"entitled to survivor benefits",1,0.01
"deceased worker",1,0.01
"dependent child",1,0.01
"large cell lymphoma",1,0.01
"exposure to uranium ore dust",1,0.01
"floor walking",1,0.01
"shoulder contusion",1,0.01
"plyboards",1,0.01
"repetitive lifting",1,0.01
"subluxation dislocation",1,0.01
"progressive discipline",1,0.01
"altered gait pattern",1,0.01
"ablation treatment",1,0.01
"extension to the time-limit",1,0.01
"temporal lobe epilepsy",1,0.01
"hemorrhagic",1,0.01
"positive",1,0.01
"major impairment category",1,0.01
"co-existing contributors",1,0.01
"deterioration since the initial assessment",1,0.01
"heading should be redacted",1,0.01
"osteochondroplasty",1,0.01
"worker has entitlement to benefits",1,0.01
"bilateral wrist fractures",1,0.01
"duties as a pressman",1,0.01
"ramp",1,0.01
"badminton racquet",1,0.01
"recently completed a return-to-work plan",1,0.01
"third-party investigator",1,0.01
"screensaver",1,0.01
"cervical spine stenosis",1,0.01
"sprain strain injuries",1,0.01
"staleness",1,0.01
"age-related changes",1,0.01
"median level",1,0.01
"technical banking transactions",1,0.01
"ultraviolet",1,0.01
"diagnosed choroidal melanoma",1,0.01
"total left hip replacement surgery",1,0.01
"cardiogenic shock",1,0.01
"decision-maker fails to explain",1,0.01
"including any medical healthcare documents",1,0.01
"capacity to work",1,0.01
"marshaling",1,0.01
"participate",1,0.01
"artificial appliance",1,0.01
"flights",1,0.01
"polyneuropathie diabétique",1,0.01
"nitrosamines",1,0.01
"non-work-related stressors",1,0.01
"post-mortem",1,0.01
"chronic pain due to trauma",1,0.01
"accounts",1,0.01
"surcharges",1,0.01
"rebates",1,0.01
"determination for disfigurement",1,0.01
"congenital weakness",1,0.01
"chaplain",1,0.01
"print shop",1,0.01
"estate representative",1,0.01
"confrontation",1,0.01
"work-related complex regional pain syndrome",1,0.01
"ongoing maintenance treatment",1,0.01
"yard assignments",1,0.01
"compatible with most useful function",1,0.01
"contemporaneous evidence",1,0.01
"strain with rotator cuff impingement",1,0.01
"lead exposure",1,0.01
"psychological perspective",1,0.01
"video evidence",1,0.01
"hit the plexiglass",1,0.01
"male breast cancer",1,0.01
"mutations",1,0.01
"accepts that the worker",1,0.01
"online training",1,0.01
"noise induced sensorial hearing loss",1,0.01
"statutory time-limit to object",1,0.01
"requisitions",1,0.01
"keyboard tray",1,0.01
"pre-existing pars defect",1,0.01
"accident happens while the worker",1,0.01
"worker is employed outside",1,0.01
"horses",1,0.01
"injury caused by loosening bolts",1,0.01
"locality",1,0.01
"relevant to the worker",1,0.01
"acute disc herniation",1,0.01
"partial thickness tears",1,0.01
"bagels",1,0.01
"restless leg syndrome",1,0.01
"mirtazapine",1,0.01
"nabilone",1,0.01
"ankle injury sustained",1,0.01
"period under review",1,0.01
"deadlines",1,0.01
"lbs on an occasional basis",1,0.01
"deferral",1,0.01
"forearm crutches",1,0.01
"lower back strain injuries",1,0.01
"food tray",1,0.01
"work-related left shoulder injury beyond",1,0.01
"benefits for his work-related",1,0.01
"olecranon",1,0.01
"occult fracture",1,0.01
"cement finisher form setter",1,0.01
"ratable",1,0.01
"foraminal disc herniation",1,0.01
"file ending",1,0.01
"injury to the worker",1,0.01
"personal tax returns",1,0.01
"employer account",1,0.01
"entitlement under the psychotraumatic disability",1,0.01
"pre-existing right ankle instability",1,0.01
"alternate",1,0.01
"journeyman",1,0.01
"rare basis",1,0.01
"kilograms",1,0.01
"based upon the entry-level earnings",1,0.01
"determined ability to earn entry-level",1,0.01
"neurovascular compromise",1,0.01
"home country",1,0.01
"short-term gross average earnings",1,0.01
"worker submits",1,0.01
"hot coal incident",1,0.01
"worker was an apprentice",1,0.01
"combined femoral acetabular impingement",1,0.01
"conflicts",1,0.01
"prior to the workplace accident",1,0.01
"lumbar spine degenerative disc disease",1,0.01
"spouse estate trustee",1,0.01
"working full-time hours",1,0.01
"tax returns",1,0.01
"maneuver",1,0.01
"knee impairment",1,0.01
"vegetables",1,0.01
"baskets",1,0.01
"spinal cord injury",1,0.01
"post-traumatic syrinx",1,0.01
"exposure to the adhesion promoter",1,0.01
"pelvis ultrasound report",1,0.01
"conditions",1,0.01
"full temporary partial disability benefits",1,0.01
"meaningful self-directed rehabilitation",1,0.01
"mainstream approach",1,0.01
"trapezius myofascial pain syndrome",1,0.01
"disease with features",1,0.01
"beyond the statutory time-limit",1,0.01
"thymoma",1,0.01
"binder",1,0.01
"psychotraumatic disability non-economic loss",1,0.01
"email correspondence",1,0.01
"cervical nerve root compression",1,0.01
"based upon his determined ability",1,0.01
"drums",1,0.01
"drum crusher",1,0.01
"grit blaster",1,0.01
"partial thickness tendon tear",1,0.01
"assembly point",1,0.01
"soft tissue sarcomas",1,0.01
"entitlement to benefits for leiomyosarcoma",1,0.01
"recognized that the worker",1,0.01
"work-related psychological impairment",1,0.01
"additional psychological treatment",1,0.01
"ruled",1,0.01
"benefits for her lost time",1,0.01
"calcaneofibular ligament",1,0.01
"benefits for the right ankle",1,0.01
"winter",1,0.01
"typographical error",1,0.01
"foot osteoarthritis",1,0.01
"neurological symptoms",1,0.01
"pedicle screws",1,0.01
"injury to his left foot",1,0.01
"three-step ladder",1,0.01
"worker sustained a sprain strain",1,0.01
"entitlement for a left foot",1,0.01
"work-related post-traumatic stress disorder",1,0.01
"passenger",1,0.01
"biceps tendons",1,0.01
"ulnar neuropathies",1,0.01
"bilateral median",1,0.01
"cervical spine disc prolapse",1,0.01
"popliteal",1,0.01
"right-hand tremors",1,0.01
"shoulder tendinopathy",1,0.01
"associate",1,0.01
"earning the minimum wage",1,0.01
"umbrella",1,0.01
"ex-wife",1,0.01
"self-employment as an actor",1,0.01
"part-time employment as a bartender",1,0.01
"hauler",1,0.01
"non-economic loss redetermination",1,0.01
"policy no. 15-04-03 criteria for cpd",1,0.01
"does the worker meet all five conditions?",1,0.01
"continuous, consistent and genuine pain beyond usual healing time",1,0.01
"marked life disruption with impaired earning capacity",1,0.01
"medical opinions of diffuse chronic myofascial pain considered",1,0.01
"entitlement for cpd under the accident claim",1,0.01
"whether pre-existing pain negates causation",1,0.01
"test of significant contribution applied to cpd",1,0.01
"aro findings contrasted with second injury and enhancement fund decision",1,0.01
"preponderance supports accident significantly contributed to cpd",1,0.01
"entitlement for cpd confirmed | procedure",1,0.01
"remittal",1,0.01
"should loe entitlement beyond december 4, 2020 be remitted?",1,0.01
"early intervention program proposed resolution approved",1,0.01
"nature and duration of benefits returned to the wsib for further adjudication",1,0.01
"worker withdrew nel issue",1,0.01
"appeal allowed in part and loe issue remitted",1,0.01
"whether entitlement is in order for crps under wsia s. 13(1)",1,0.01
"diagnosis not confirmed by treating physicians",1,0.01
"objective findings for crps not met per medical consultant",1,0.01
"symptomatic reports without confirmed diagnosis insufficient",1,0.01
"compatibility of diagnosis to disablement history not established",1,0.01
"whether entitlement is in order for tos under wsia s. 13(1)",1,0.01
"vascular studies did not support vascular tos",1,0.01
"no work-up confirming neurogenic tos",1,0.01
"treating specialist and wsib medical consultant did not confirm diagnosis",1,0.01
"physiotherapy suggestions given less weight",1,0.01
"compatibility with accident history not established",1,0.01
"whether ongoing entitlement extends beyond september 11, 2018",1,0.01
"mmr reached with permanent impairment established",1,0.01
"ongoing symptoms and treatment documented post‑2018",1,0.01
"new medical evidence from 2025 corroborative",1,0.01
"wsia s. 46 non‑economic loss entitlement engaged",1,0.01
"recognition of permanent impairment and nel determination ordered | workplace health and safety",1,0.01
"whether compensable rsis significantly contributed to ongoing disability at mmr",1,0.01
"tribunal applies significant contribution test from wsiat jurisprudence",1,0.01
"balance of probabilities with benefit of the doubt under wsia s. 124(2)",1,0.01
"medical reports and credible testimony establish persistent rsi limitations",1,0.01
"ongoing entitlement confirmed, appeal allowed in part",1,0.01
"initial entitlement under s. 13 wsia",1,0.01
"did repetitive overhead throwing of cables significantly contribute to right shoulder impingement and tendinopathy?",1,0.01
"significant contribution test applied with wsib policies 11-01-01 and 15-02-01",1,0.01
"modified duties with employer knowledge accepted",1,0.01
"initial entitlement granted | workplace health and safety",1,0.01
"whether delay in medical attention and formal reporting bars entitlement",1,0.01
"covid-19 restrictions and lack of family physician accepted as reasonable explanation",1,0.01
"benefit of the doubt under s. 124(2) wsia considered",1,0.01
"conversation with supervisor found, inadvertent reporting delay",1,0.01
"delay not a bar to entitlement | workplace health and safety",1,0.01
"proof of injury",1,0.01
"entitlement for left shoulder",1,0.01
"is entitlement available where there is soreness but no diagnosis or treatment?",1,0.01
"clinical assessments recorded no left shoulder diagnosis",1,0.01
"absence of treatment corroborated",1,0.01
"preponderance of evidence fails to establish personal work-related injury",1,0.01
"entitlement denied",1,0.01
"temporary work disruptions",1,0.01
"whether the worker is entitled to full loe benefits from december 23, 2018 to january 6, 2019",1,0.01
"wsia, s. 43(1) and s. 43(2) applied",1,0.01
"policy 15-06-02 and policy 18-03-02 considered",1,0.01
"suitable modified duties unavailable and no medical clearance to return",1,0.01
"wage loss causally related to compensable injuries",1,0.01
"appeal allowed | procedure",1,0.01
"final wsib decision",1,0.01
"does wsiat have jurisdiction under wsia s. 123(1) where the wsib refused to consider implementation of an aro decision?",1,0.01
"avoiding jurisdictional ping pong per decision no. 1891/18ir",1,0.01
"case manager’s refusal equated to final decision",1,0.01
"no further board process available",1,0.01
"jurisdiction confirmed",1,0.01
"whether august 2017 accident significantly contributed to tendonitis, tendinosis and a rotator cuff tear",1,0.01
"pre-existing conditions and aggravation basis assessed using opm 15-02-03 and 15-02-04",1,0.01
"medical discussion paper on shoulder injury considered",1,0.01
"benefit of the doubt under wsia s.124(2) not engaged",1,0.01
"medical and surgical benefits",1,0.01
"entitlement to benefits for left shoulder surgery linked to august 2017 injury",1,0.01
"whether surgery flowed from workplace accident or natural progression",1,0.01
"return to pre-accident state found prior to surgery",1,0.01
"no persuasive medical opinion relating tear to accident",1,0.01
"compatibility of diagnosis with accident history lacking",1,0.01
"employer challenge to left shoulder strain entitlement",1,0.01
"whether five point check system met under opm 11-01-01",1,0.01
"proof of accident accepted based on credible testimony",1,0.01
"diagnosis compatible with reported mechanism",1,0.01
"delay in treatment reasonably explained",1,0.01
"criteria for allowable claim satisfied",1,0.01
"employer appeal denied",1,0.01
"impairment level",1,0.01
"whether the worker is totally or only partially impaired since may 22, 2018",1,0.01
"functional abilities evaluation indicating sedentary pdc considered",1,0.01
"de quervain’s tenosynovitis significantly contributing to limitations",1,0.01
"non-compensable symptoms excluded from impairment assessment",1,0.01
"benefit of the doubt under wsia s. 124(2) noted",1,0.01
"partial impairment found",1,0.01
"return to work and suitable occupation",1,0.01
"is retail salesperson a suitable occupation and at what weekly hours",1,0.01
"so must match functional abilities and be available per policy 19-02-10",1,0.01
"keyboarding limits and lifting restrictions assessed",1,0.01
"retail salesperson suitable but limited by flareups",1,0.01
"so suitable only up to 20 hours per week",1,0.01
"quantum under wsia s. 43",1,0.01
"whether loe benefits should be based on full-time or part-time deemed earnings",1,0.01
"starting rate for so accepted given dated experience",1,0.01
"refusal and causation principles considered under s. 43(2)",1,0.01
"partial loe payable based on 20 hours per week at starting rate",1,0.01
"whether impairment falls within class 4 marked impairment or class 3 moderate impairment",1,0.01
"application of wsib policy 18-05-11 rating scale",1,0.01
"activities of daily living, social functioning, concentration, adaptation assessed",1,0.01
"overall presentation most closely resembles middle to high end of class 3",1,0.01
"weighing medical opinions",1,0.01
"whether the tribunal could reject a psychologist’s uncontroverted class 4 opinion",1,0.01
"ferreira v. wsiat considered with decision no. 1193/21 factors for weighing medical evidence",1,0.01
"nel clinical specialist summary accepted, psychologist’s knowledge of circumstances incomplete",1,0.01
"adjudication on merits and justice, no substitution of medical theory",1,0.01
"nel redetermination",1,0.01
"whether july 16, 2024 permanent worsening established deterioration warranting rating above 40 percent",1,0.01
"comparison with 2019 mmr findings and decision no. 404/23",1,0.01
"evidence of travel, short drives, hobbies, family assistance showed functioning beyond class 4",1,0.01
"quantum consistent with class 3 at 40 percent",1,0.01
"nel award confirmed",1,0.01
"whether ongoing entitlement for lumbar strain exists beyond august 2, 2021",1,0.01
"recognition of permanent impairment and nel determination sought",1,0.01
"wsia s. 124(2) benefit of the doubt considered",1,0.01
"medical discussion paper low back referenced on expected resolution of acute strains",1,0.01
"preexisting permanent impairment found to overwhelm acute strain",1,0.01
"ongoing entitlement denied | workplace health and safety",1,0.01
"was the modified work offered on june 11, 2021 suitable under policy 19-02-07?",1,0.01
"functional abilities and need for breaks every 90 minutes assessed",1,0.01
"evidence on truck vibrations weighed, fwca findings below health risk",1,0.01
"alternative decompression by standing or walking available",1,0.01
"modified work consistent with capabilities and earnings restoration",1,0.01
"work found suitable | workplace health and safety",1,0.01
"quantum and duration",1,0.01
"are additional loe benefits payable beyond june 21, 2021, including beyond august 2, 2021?",1,0.01
"partial loe during graduated return confirmed",1,0.01
"suitability of work post june 21, 2021 upheld",1,0.01
"no entitlement after august 2, 2021 where compensable injury resolved",1,0.01
"loss post august 2 attributed to declining suitable work",1,0.01
"additional loe denied",1,0.01
"chronic mental stress (cms) entitlement",1,0.01
"whether the worker has entitlement to benefits for cms",1,0.01
"application of wsib operational policy manual, document no. 15-03-14",1,0.01
"employer decisions about employment versus workplace harassment or abuse",1,0.01
"promotion denial found non‑compensable under policy",1,0.01
"tribunal required to apply policy under wsia, s. 126",1,0.01
"credibility and factual findings",1,0.01
"whether alleged swearing, threats, forced overtime and break denials amounted to harassment",1,0.01
"audio recording, witness testimony and employer investigations assessed",1,0.01
"swearing not directed at worker and common in workplace",1,0.01
"petition and rumours unsubstantiated",1,0.01
"private investigator’s report supportive of supervisor",1,0.01
"allegations largely unproven",1,0.01
"was a substantial work-related stressor the predominant cause of the diagnosed injury?",1,0.01
"medical reports linking symptoms to april meeting and promotion denial",1,0.01
"interpersonal conflict versus harassment distinguished per cms policy",1,0.01
"prior anxiety and headaches unrelated to workplace stress",1,0.01
"predominant cause not established",1,0.01
"appeal denied | procedure",1,0.01
"balance of probabilities as modified by wsia, s. 124(2)",1,0.01
"panel finds preponderance against substantiated harassment",1,0.01
"policy applied to exclude employer decisions about employment",1,0.01
"benefit of the doubt not engaged",1,0.01
"actual earnings basis",1,0.01
"whether loe from october 5, 2015 to april 2, 2016 should be based on actual earnings",1,0.01
"wsia, s. 43(3), and policy no. 18-03-02 applied",1,0.01
"earnings reasonably close to direct-entry so",1,0.01
"wage loss causally linked to compensable impairments",1,0.01
"partial loe based on actual earnings awarded | workplace health and safety",1,0.01
"full loe",1,0.01
"whether the worker is entitled to full loe from april 3, 2016 to february 17, 2017",1,0.01
"medical evidence of significant restrictions and recurrence",1,0.01
"inability to perform heavy duty cleaner duties",1,0.01
"recovery documented by post-surgical follow-ups",1,0.01
"final loe review",1,0.01
"whether loe could be reviewed after the 72-month date under wsia, s. 44(2.1)",1,0.01
"policy no. 18-03-06 considered with nel increase and recurrence",1,0.01
"recalculation aligned with deterioration period and recovery end",1,0.01
"loe recalculation confirmed | procedure",1,0.01
"whether the proposed resolution by a dispute resolution officer should be approved",1,0.01
"agreement supported by the preponderance of documentary evidence",1,0.01
"hearing foregone and objection on later period withdrawn subject to wsia time limits",1,0.01
"proposed resolution accepted",1,0.01
"wsia s. 123",1,0.01
"whether the tribunal can decide re-employment and loe issues not finally decided by the board",1,0.01
"scope of aro decision examined",1,0.01
"overlap with s. 41 re-employment and employer co-operation identified",1,0.01
"only employer’s co-operation currently within jurisdiction",1,0.01
"re-employment and loe not before tribunal absent final board decisions",1,0.01
"jurisdiction limited | evidence",1,0.01
"documentary aids",1,0.01
"transcript of recording",1,0.01
"late transcript filed and objection raised",1,0.01
"whether to admit transcript when the audio recording is already in evidence",1,0.01
"concerns about reliability of transcript noted",1,0.01
"parties agree audio is best primary source",1,0.01
"panel relies on recordings and excludes transcript",1,0.01
"transcript excluded | procedure",1,0.01
"whether to adjourn to obtain final board decisions on re-employment and loe benefits",1,0.01
"risk of conflicting rulings and fettering identified",1,0.01
"whole-person approach favours hearing related issues together",1,0.01
"parties agree adjournment is sensible",1,0.01
"appeal adjourned and placed in inactive status | procedure",1,0.01
"whether worker’s friend meets the “friend” exemption to act as representative",1,0.01
"panel inquiries made",1,0.01
"non-lawyer and non-paralegal status addressed",1,0.01
"exemption criteria satisfied for representation",1,0.01
"representation by friend permitted",1,0.01
"whether the worker has entitlement for a neck injury",1,0.01
"significant contribution test applied to repetitive above-shoulder duties",1,0.01
"wsia, s. 13 and s. 124(2) considered",1,0.01
"medical evidence of mechanical neck pain accepted",1,0.01
"benefit of doubt addressed",1,0.01
"entitlement for neck injury granted | procedure",1,0.01
"whether the appeal may be resolved by proposed resolution without a hearing",1,0.01
"dispute resolution officer process described and memorandum considered",1,0.01
"parties’ consent recorded and vice-chair approval confirmed",1,0.01
"employer not participating",1,0.01
"appeal processed through eip",1,0.01
"whether split-shift and cold environment duties were suitable under wsia ss. 40, 43",1,0.01
"causal link between injury and wage loss required",1,0.01
"refusal of unsuitable information officer and split-shift crash gate duties justified",1,0.01
"graduated return to work assessed",1,0.01
"loe periods specified and partial loe confirmed",1,0.01
"loe benefits partly allowed | workplace health and safety",1,0.01
"permanent impairment and nel",1,0.01
"did accidents significantly contribute beyond recovery dates under wsia ss. 33, 46, 124(2)?",1,0.01
"low back, neck and wrist strains assessed",1,0.01
"no aggravation of l5-s1 disc herniation established",1,0.01
"minor mvas and degenerative changes found",1,0.01
"surgery and nerve blocks not related",1,0.01
"nel and ongoing entitlement denied | procedure",1,0.01
"issue estoppel",1,0.01
"grievance findings",1,0.01
"does danyluk v. ainsworth and angle preclude wsiat adjudication?",1,0.01
"same question not decided and parties’ statutory rights distinct",1,0.01
"arbitration addressed termination, not wsia entitlement",1,0.01
"de novo hearing and broader issues before tribunal",1,0.01
"issue estoppel rejected | evidence",1,0.01
"documentary and video",1,0.01
"security video and surveillance",1,0.01
"admission of on‑bus security video relevant to severity and function",1,0.01
"weight of surveillance contrasted with self‑reports",1,0.01
"credibility assessed using faryna v. chorney and r. v. morrissey",1,0.01
"video showed minor impact and functional abilities",1,0.01
"security video admitted",1,0.01
"statutory interpretation",1,0.01
"do wsia s. 53(4) and o. reg. 175/98, s. 16 override s. 53(1) for apprentices?",1,0.01
"specific criteria for apprentices applied despite general criteria",1,0.01
